"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","Mexico","2026/27","Proj.","Annual","27.70","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","Mexico","2026/27","Proj.","Annual","24.60","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","Russia","2026/27","Proj.","Annual",".86","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","Russia","2026/27","Proj.","Annual","10.60","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","Russia","2026/27","Proj.","Annual","11.80","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","Russia","2026/27","Proj.","Annual",".91","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","Russia","2026/27","Proj.","Annual","4.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","Russia","2026/27","Proj.","Annual",".05","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","Russia","2026/27","Proj.","Annual","15.80","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","South Africa","2026/27","Proj.","Annual","3.03","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","South Africa","2026/27","Proj.","Annual","7.40","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","South Africa","2026/27","Proj.","Annual","14.70","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","South Africa","2026/27","Proj.","Annual","2.63","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","South Africa","2026/27","Proj.","Annual","2.20","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","South Africa","2026/27","Proj.","Annual",".00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","South Africa","2026/27","Proj.","Annual","16.50","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","South Korea","2026/27","Proj.","Annual","2.12","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","South Korea","2026/27","Proj.","Annual","9.35","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","South Korea","2026/27","Proj.","Annual","11.55","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","South Korea","2026/27","Proj.","Annual","2.17","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","South Korea","2026/27","Proj.","Annual",".00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","South Korea","2026/27","Proj.","Annual","11.50","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","South Korea","2026/27","Proj.","Annual",".09","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","Southeast Asia","2026/27","Proj.","Annual","2.75","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","Southeast Asia","2026/27","Proj.","Annual","44.40","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","Southeast Asia","2026/27","Proj.","Annual","55.35","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","Southeast Asia","2026/27","Proj.","Annual","2.58","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","Southeast Asia","2026/27","Proj.","Annual",".57","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","Southeast Asia","2026/27","Proj.","Annual","24.55","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","Southeast Asia","2026/27","Proj.","Annual","31.20","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","Total Foreign","2026/27","Proj.","Annual","248.88","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","Total Foreign","2026/27","Proj.","Annual","677.61","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","Total Foreign","2026/27","Proj.","Annual","990.91","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","Total Foreign","2026/27","Proj.","Annual","231.44","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","Total Foreign","2026/27","Proj.","Annual","127.60","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","Total Foreign","2026/27","Proj.","Annual","199.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","Total Foreign","2026/27","Proj.","Annual","894.09","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","Ukraine","2026/27","Proj.","Annual","2.75","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","Ukraine","2026/27","Proj.","Annual","5.50","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","Ukraine","2026/27","Proj.","Annual","7.20","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","Ukraine","2026/27","Proj.","Annual","2.56","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","Ukraine","2026/27","Proj.","Annual","23.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","Ukraine","2026/27","Proj.","Annual",".01","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","Ukraine","2026/27","Proj.","Annual","30.00","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","United States","2026/27","Proj.","Annual","54.48","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","United States","2026/27","Proj.","Annual","154.95","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","United States","2026/27","Proj.","Annual","331.61","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","United States","2026/27","Proj.","Annual","49.78","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","United States","2026/27","Proj.","Annual","80.01","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","United States","2026/27","Proj.","Annual",".64","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","United States","2026/27","Proj.","Annual","406.29","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","World","2026/27","Proj.","Annual","303.36","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","World","2026/27","Proj.","Annual","832.56","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","World","2026/27","Proj.","Annual","1322.52","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","World","2026/27","Proj.","Annual","281.22","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","World","2026/27","Proj.","Annual","207.61","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","World","2026/27","Proj.","Annual","199.63","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","World","2026/27","Proj.","Annual","1300.38","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Beginning Stocks","","Corn","World Less China","2026/27","Proj.","Annual","125.21","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Feed","","Corn","World Less China","2026/27","Proj.","Annual","589.56","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Domestic Total","","Corn","World Less China","2026/27","Proj.","Annual","997.52","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Ending Stocks","","Corn","World Less China","2026/27","Proj.","Annual","115.09","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Exports","","Corn","World Less China","2026/27","Proj.","Annual","207.59","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Imports","","Corn","World Less China","2026/27","Proj.","Annual","193.63","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Corn Supply and Use","Production","","Corn","World Less China","2026/27","Proj.","Annual","993.38","Million Metric Tons","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Afr. Fr. Zone","2024/25","","Annual","1.29","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Afr. Fr. Zone","2024/25","","Annual",".10","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Afr. Fr. Zone","2024/25","","Annual","1.37","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Afr. Fr. Zone","2024/25","","Annual","4.27","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Afr. Fr. Zone","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Afr. Fr. Zone","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Afr. Fr. Zone","2024/25","","Annual","4.44","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Australia","2024/25","","Annual","4.22","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Australia","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Australia","2024/25","","Annual","4.80","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Australia","2024/25","","Annual","5.21","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Australia","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Australia","2024/25","","Annual","-.19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Australia","2024/25","","Annual","5.60","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Bangladesh","2024/25","","Annual","1.71","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Bangladesh","2024/25","","Annual","8.20","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Bangladesh","2024/25","","Annual","1.71","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Bangladesh","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Bangladesh","2024/25","","Annual","8.05","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Bangladesh","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Bangladesh","2024/25","","Annual",".15","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Brazil","2024/25","","Annual","2.97","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Brazil","2024/25","","Annual","3.26","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Brazil","2024/25","","Annual","3.70","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Brazil","2024/25","","Annual","13.02","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Brazil","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Brazil","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Brazil","2024/25","","Annual","17.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Central Asia","2024/25","","Annual","3.13","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Central Asia","2024/25","","Annual","3.94","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Central Asia","2024/25","","Annual","2.91","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Central Asia","2024/25","","Annual","1.47","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Central Asia","2024/25","","Annual",".10","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Central Asia","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Central Asia","2024/25","","Annual","5.09","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","China","2024/25","","Annual","36.71","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","China","2024/25","","Annual","39.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","China","2024/25","","Annual","34.84","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","China","2024/25","","Annual",".06","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","China","2024/25","","Annual","5.19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","China","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","China","2024/25","","Annual","32.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","European Union","2024/25","","Annual",".27","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","European Union","2024/25","","Annual",".46","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","European Union","2024/25","","Annual",".19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","European Union","2024/25","","Annual","1.27","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","European Union","2024/25","","Annual",".41","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","European Union","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","European Union","2024/25","","Annual","1.24","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","India","2024/25","","Annual","9.30","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","India","2024/25","","Annual","25.50","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","India","2024/25","","Annual","9.52","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","India","2024/25","","Annual","1.33","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","India","2024/25","","Annual","3.04","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","India","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","India","2024/25","","Annual","24.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Indonesia","2024/25","","Annual",".40","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Indonesia","2024/25","","Annual","1.95","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Indonesia","2024/25","","Annual",".41","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Indonesia","2024/25","","Annual",".02","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Indonesia","2024/25","","Annual","1.98","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Indonesia","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Indonesia","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Major Exporters","2024/25","","Annual","24.27","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Major Exporters","2024/25","","Annual","35.07","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Major Exporters","2024/25","","Annual","25.97","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Major Exporters","2024/25","","Annual","26.52","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Major Exporters","2024/25","","Annual","4.29","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Major Exporters","2024/25","","Annual","-.19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Major Exporters","2024/25","","Annual","58.82","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Major Importers","2024/25","","Annual","43.86","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Major Importers","2024/25","","Annual","77.80","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Major Importers","2024/25","","Annual","42.31","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Major Importers","2024/25","","Annual","3.01","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Major Importers","2024/25","","Annual","35.91","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Major Importers","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Major Importers","2024/25","","Annual","43.35","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Mexico","2024/25","","Annual",".24","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Mexico","2024/25","","Annual","1.35","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Mexico","2024/25","","Annual",".31","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Mexico","2024/25","","Annual",".18","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Mexico","2024/25","","Annual",".60","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Mexico","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Mexico","2024/25","","Annual","1.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","Pakistan","2024/25","","Annual","1.85","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","Pakistan","2024/25","","Annual","10.60","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","Pakistan","2024/25","","Annual","2.30","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","Pakistan","2024/25","","Annual",".05","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","Pakistan","2024/25","","Annual","6.10","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","Pakistan","2024/25","","Annual",".00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Production","","Cotton","Pakistan","2024/25","","Annual","5.00","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Beginning Stocks","","Cotton","S. Hemis.","2024/25","","Annual","10.19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Domestic Use","","Cotton","S. Hemis.","2024/25","","Annual","4.36","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Ending Stocks","","Cotton","S. Hemis.","2024/25","","Annual","11.73","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Exports","","Cotton","S. Hemis.","2024/25","","Annual","19.13","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Imports","","Cotton","S. Hemis.","2024/25","","Annual",".15","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
"672","June 2026","World Cotton Supply and Use","Loss","","Cotton","S. Hemis.","2024/25","","Annual","-.19","Million 480-Pound Bales","2026-06-11","12:00:00.0000000","2026","6"
